title                                                                                                                                                                                                                                             ,url                                                                                                                                                       ,time_published  ,authors                   ,summary                                                                                                                                                                                                                                                                                                          ,banner_image                                                                                                                                    ,source           ,category_within_source ,source_domain    ,topics                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,overall_sentiment_score ,overall_sentiment_label ,ticker_sentiment
"Wall Street Closes At Record Highs After Reassurance From Powell: Magnificent 7 Hit $17 Trillion, Treasury Yields Erase Post-Election Spike - Apple  ( NASDAQ:AAPL ) "                                                                           ,https://www.benzinga.com/news/large-cap/24/11/41826586/wall-street-closes-at-record-highs-after-reassurance-from-powell-magnificent-7-hit-17-trillion-tre ,20241107T215126 ,['Piero Cingari']         ,The U.S. stock market closed at record highs Thursday after the Federal Reserve's widely expected decision to lower interest rates and Fed Chair Jerome Powell's press conference where he reassured markets by dismissing concerns about his potential resignation or removal following the election of ...     ,https://cdn.benzinga.com/files/images/story/2024/11/07/Wall-Street-bull.png?width=1200&height=800&fit=crop                                      ,Benzinga         ,Markets                ,www.benzinga.com ,"[{'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}, {'topic': 'Economy - Monetary', 'relevance_score': '0.451494'}, {'topic': 'Economy - Fiscal', 'relevance_score': '0.158519'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.25'}, {'topic': 'Financial Markets', 'relevance_score': '0.891286'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}]"                                                                                                    ,0.113827                ,Neutral                 ,"[{'ticker': 'MSFT', 'relevance_score': '0.152499', 'ticker_sentiment_score': '0.190004', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOG', 'relevance_score': '0.152499', 'ticker_sentiment_score': '0.190004', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'META', 'relevance_score': '0.152499', 'ticker_sentiment_score': '0.190004', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NVDA', 'relevance_score': '0.152499', 'ticker_sentiment_score': '0.190004', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.152499', 'ticker_sentiment_score': '0.190004', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'TSLA', 'relevance_score': '0.152499', 'ticker_sentiment_score': '0.190004', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'IVZ', 'relevance_score': '0.076602', 'ticker_sentiment_score': '0.20394', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.152499', 'ticker_sentiment_score': '0.190004', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'FOREX:USD', 'relevance_score': '0.152499', 'ticker_sentiment_score': '0.05634', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CRYPTO:BTC', 'relevance_score': '0.152499', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]"
Bonds And Fed Front And Center As Bonds Approach Bottom Support Zone After Trump Win - Apple  ( NASDAQ:AAPL )                                                                                                                                     ,https://www.benzinga.com/general/market-summary/24/11/41819087/bonds-and-fed-front-and-center-as-bonds-approach-bottom-support-zone-after-trump-win       ,20241107T183016 ,['The Arora Report']      ,"To gain an edge, this is what you need to know today. Please click here for an enlarged chart of iShares 20+ Year Treasury Bond ETF TLT. In The Arora Report analysis, depending upon how Trump implements his tariff plan, it may add 0.5% - 1% to inflation."                                                 ,https://thearorareport.com/wp-content/uploads/2024/11/2024-11-07_08h30_03.png                                                                   ,Benzinga         ,General                ,www.benzinga.com ,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.682689'}, {'topic': 'Economy - Fiscal', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.999346'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]"                                                                                                                                                    ,0.249535                ,Somewhat-Bullish        ,"[{'ticker': 'MSFT', 'relevance_score': '0.099271', 'ticker_sentiment_score': '0.143455', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.099271', 'ticker_sentiment_score': '0.143455', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.099271', 'ticker_sentiment_score': '0.143455', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.099271', 'ticker_sentiment_score': '0.143455', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.099271', 'ticker_sentiment_score': '0.143455', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSLA', 'relevance_score': '0.099271', 'ticker_sentiment_score': '-0.288377', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'IVZ', 'relevance_score': '0.049732', 'ticker_sentiment_score': '0.348632', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
"Market Clubhouse Morning Memo - November 7th, 2024  ( Trade Strategy For SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META And TSLA )  - Alphabet  ( NASDAQ:GOOGL ) , Apple  ( NASDAQ:AAPL ) "                                                             ,https://www.benzinga.com/markets/24/11/41808598/market-clubhouse-morning-memo-november-7th-2024-trade-strategy-for-spy-qqq-aapl-msft-nvda-googl-meta      ,20241107T141052 ,['RIPS']                  ,"Good Morning Traders! In today's Market Clubhouse Morning Memo, we will discuss SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META, and TSLA. Our proprietary formula, exclusive to Market Clubhouse, dictates these price levels. This dynamic equation takes into account price, volume, and options flow."              ,https://cdn.benzinga.com/files/market-clubhouse-morning-memo_322.png?width=1200&height=800&fit=crop                                             ,Benzinga         ,General                ,www.benzinga.com ,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.576289'}, {'topic': 'Financial Markets', 'relevance_score': '0.999922'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Technology', 'relevance_score': '0.5'}]"                                                                                                                                                                                                                                                                                 ,0.186941                ,Somewhat-Bullish        ,"[{'ticker': 'MSFT', 'relevance_score': '0.114273', 'ticker_sentiment_score': '0.229876', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOG', 'relevance_score': '0.02866', 'ticker_sentiment_score': '0.073874', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.170676', 'ticker_sentiment_score': '0.073429', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.114273', 'ticker_sentiment_score': '0.170381', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'TSLA', 'relevance_score': '0.085833', 'ticker_sentiment_score': '0.180333', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Warren Buffett Owns 4 Stocks That Are Members of the $1 Trillion Club. Here's the Best of the Bunch.                                                                                                                                              ,https://www.fool.com/investing/2024/11/07/warren-buffett-owns-4-stocks-that-are-members-of-t/                                                             ,20241107T102000 ,['Keith Speights']        ,Buffett's Berkshire Hathaway is no longer in the $1 trillion club. But the legendary investor has stakes in others that are.                                                                                                                                                                                     ,https://g.foolcdn.com/editorial/images/796544/buffett21-tmf.png                                                                                 ,Motley Fool      ,n/a                    ,www.fool.com     ,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.25'}, {'topic': 'Financial Markets', 'relevance_score': '0.989041'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Mergers & Acquisitions', 'relevance_score': '0.108179'}, {'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}]"                                                                                                                                                              ,0.218465                ,Somewhat-Bullish        ,"[{'ticker': 'MSFT', 'relevance_score': '0.193465', 'ticker_sentiment_score': '0.174916', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOG', 'relevance_score': '0.240489', 'ticker_sentiment_score': '0.021289', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.14573', 'ticker_sentiment_score': '0.103467', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.459624', 'ticker_sentiment_score': '0.317846', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.537474', 'ticker_sentiment_score': '0.366953', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'BRK-A', 'relevance_score': '0.14573', 'ticker_sentiment_score': '0.064207', 'ticker_sentiment_label': 'Neutral'}]"
What's the Best-Performing Vanguard ETF of 2024 So Far?                                                                                                                                                                                           ,https://www.fool.com/investing/2024/11/07/whats-the-best-performing-vanguard-etf-of-2024-so/                                                              ,20241107T095200 ,['Keith Speights']        ,This high-flying Vanguard ETF could have more room to run.                                                                                                                                                                                                                                                       ,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F796533%2Fetf-board-and-person.jpg&op=resize&w=700           ,Motley Fool      ,n/a                    ,www.fool.com     ,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.999937'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.451494'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]"                                                                                                                                                 ,0.275615                ,Somewhat-Bullish        ,"[{'ticker': 'MSFT', 'relevance_score': '0.062761', 'ticker_sentiment_score': '0.168142', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOG', 'relevance_score': '0.062761', 'ticker_sentiment_score': '0.093032', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.125134', 'ticker_sentiment_score': '0.107223', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.125134', 'ticker_sentiment_score': '0.194419', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.062761', 'ticker_sentiment_score': '0.168142', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.062761', 'ticker_sentiment_score': '0.168142', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
"Tim Cook, Mark Zuckerberg, And Jeff Bezos Congratulate Trump: What's Next For The Tech Giants? - Apple  ( NASDAQ:AAPL ) , Amazon.com  ( NASDAQ:AMZN ) "                                                                                          ,https://www.benzinga.com/news/24/11/41796344/tim-cook-mark-zuckerberg-and-jeff-bezos-congratulate-trump-whats-next-for-the-tech-giants                    ,20241107T052019 ,['Ananya Gairola']        ,"Following President-elect Donald Trump's victory, top tech executives have congratulated him and expressed their willingness to work with his administration. What Happened: On Wednesday, Tesla Inc. TSLA, SpaceX, and Neuralink CEO Elon Musk, a key ally to Trump during his campaign, unsurprisingly ..."   ,https://editorial-assets.benzinga.com/wp-content/uploads/2024/11/06214849/Screenshot-2024-11-07-at-8.18.42%E2%80%AFAM-1024x276.png              ,Benzinga         ,News                   ,www.benzinga.com ,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.538269'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"                                                                                                                                                                                                                                                                                                                                                 ,0.476009                ,Bullish                 ,"[{'ticker': 'MSFT', 'relevance_score': '0.076115', 'ticker_sentiment_score': '0.125781', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.076115', 'ticker_sentiment_score': '0.177309', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'META', 'relevance_score': '0.076115', 'ticker_sentiment_score': '0.065659', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.076115', 'ticker_sentiment_score': '-0.193604', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'AAPL', 'relevance_score': '0.151539', 'ticker_sentiment_score': '0.065143', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CSCO', 'relevance_score': '0.113956', 'ticker_sentiment_score': '0.241978', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'TSLA', 'relevance_score': '0.188781', 'ticker_sentiment_score': '0.24749', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'INTC', 'relevance_score': '0.076115', 'ticker_sentiment_score': '0.157976', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NYT', 'relevance_score': '0.038101', 'ticker_sentiment_score': '-0.080792', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BOX', 'relevance_score': '0.076115', 'ticker_sentiment_score': '0.157976', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'UBER', 'relevance_score': '0.076115', 'ticker_sentiment_score': '0.157976', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
"Deplay Cash And Reduce Hedges, Short Term Opportunities At Hand, Prepare For Long Term Opportunties - Apple  ( NASDAQ:AAPL ) "                                                                                                                   ,https://www.benzinga.com/general/market-summary/24/11/41788497/deplay-cash-and-reduce-hedges-short-term-opportunities-at-hand-prepare-for-long-term-oppor ,20241106T213144 ,['The Arora Report']      ,"To gain an edge, this is what you need to know today. In addition to Trump winning the presidency, here are the key points: Republicans have won control of the Senate. Mainstream media is calling control of the House too close to call. However, betting markets are at a 90% probability of ..."           ,https://thearorareport.com/wp-content/uploads/2024/11/2024-11-06_08h51_37.png                                                                   ,Benzinga         ,General                ,www.benzinga.com ,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.310843'}, {'topic': 'Economy - Fiscal', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.999999'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]"                                                                                                                                                    ,0.310161                ,Somewhat-Bullish        ,"[{'ticker': 'MSFT', 'relevance_score': '0.094762', 'ticker_sentiment_score': '0.148099', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.094762', 'ticker_sentiment_score': '0.148099', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.094762', 'ticker_sentiment_score': '-0.284958', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'NVDA', 'relevance_score': '0.094762', 'ticker_sentiment_score': '0.148099', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.094762', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSLA', 'relevance_score': '0.094762', 'ticker_sentiment_score': '0.148099', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'IVZ', 'relevance_score': '0.047465', 'ticker_sentiment_score': '0.322068', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'FOREX:USD', 'relevance_score': '0.094762', 'ticker_sentiment_score': '0.242908', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'CRYPTO:BTC', 'relevance_score': '0.188193', 'ticker_sentiment_score': '0.345144', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
"How Did S&P 500 Sectors Perform During Trump's First Term? Could This Time Be Different? - Apple  ( NASDAQ:AAPL ) , Amazon.com  ( NASDAQ:AMZN ) "                                                                                                ,https://www.benzinga.com/general/politics/24/11/41783357/how-did-s-p-500-sectors-perform-during-trumps-first-term-could-this-time-be-different            ,20241106T183508 ,['Piero Cingari']         ,"With Donald Trump clinching a second term in the 2024 U.S. presidential election, markets are turning their attention to his potential impact on the economy and markets."                                                                                                                                      ,https://editorial-assets.benzinga.com/wp-content/uploads/2024/11/06115547/image-55-1024x501.png                                                 ,Benzinga         ,Trading                ,www.benzinga.com ,"[{'topic': 'Financial Markets', 'relevance_score': '0.684621'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]"                                                                                                                                                                                                                                                                                  ,0.298427                ,Somewhat-Bullish        ,"[{'ticker': 'MSFT', 'relevance_score': '0.097259', 'ticker_sentiment_score': '0.232269', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOG', 'relevance_score': '0.097259', 'ticker_sentiment_score': '0.232269', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'META', 'relevance_score': '0.097259', 'ticker_sentiment_score': '0.232269', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NVDA', 'relevance_score': '0.097259', 'ticker_sentiment_score': '0.232269', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'SSTK', 'relevance_score': '0.04872', 'ticker_sentiment_score': '0.285219', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.097259', 'ticker_sentiment_score': '0.232269', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'TSLA', 'relevance_score': '0.097259', 'ticker_sentiment_score': '0.232269', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'IVZ', 'relevance_score': '0.04872', 'ticker_sentiment_score': '0.145952', 'ticker_sentiment_label': 'Neutral'}]"
GOOGL Rides on Strong Pixel 9 Shipment Growth: Time to Buy the Stock?                                                                                                                                                                             ,https://www.zacks.com/stock/news/2365284/googl-rides-on-strong-pixel-9-shipment-growth-time-to-buy-the-stock                                              ,20241106T144600 ,['Aniruddha Ganguly']     ,Alphabet's Google Pixel is enjoying rapid adoption in the U.S. smartphone market thanks to its AI-powered features and capabilities.                                                                                                                                                                             ,https://staticx-tuner.zacks.com/images/articles/main/88/2063.jpg                                                                                ,Zacks Commentary ,n/a                    ,www.zacks.com    ,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.161647'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.614606'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]"                                                                                                                                                                                                                 ,0.334251                ,Somewhat-Bullish        ,"[{'ticker': 'MSFT', 'relevance_score': '0.038717', 'ticker_sentiment_score': '-0.03481', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SSNLF', 'relevance_score': '0.038717', 'ticker_sentiment_score': '-0.044986', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.406645', 'ticker_sentiment_score': '0.423048', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'NVDA', 'relevance_score': '0.077343', 'ticker_sentiment_score': '0.123687', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.077343', 'ticker_sentiment_score': '-0.047636', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.077343', 'ticker_sentiment_score': '-0.03643', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CRYPTO:NANO', 'relevance_score': '0.038717', 'ticker_sentiment_score': '0.128976', 'ticker_sentiment_label': 'Neutral'}]"
"Trump's Big Tech Policies: What GOP Victory Means For Apple, Google, Microsoft - Microsoft  ( NASDAQ:MSFT ) "                                                                                                                                    ,https://www.benzinga.com/news/large-cap/24/11/41774549/trumps-big-tech-policies-what-gop-victory-means-for-apple-google-microsoft                         ,20241106T140822 ,['Erica Kollmann']        ,"Donald Trump has been elected as the 47th president of the United States, defeating his Democratic opponent Kamala Harris. Here's a look at where Trump stands on issues surrounding the technology sector and some of the biggest companies on Wall Street."                                                   ,https://cdn.benzinga.com/files/images/story/2024/11/06/Trumps-Historical-Hiccup-A-Tale-Of-MyPil.jpeg?width=1200&height=800&fit=crop             ,Benzinga         ,General                ,www.benzinga.com ,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.905476'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]"                                                                                                                                                                                                                                                                       ,0.206995                ,Somewhat-Bullish        ,"[{'ticker': 'MSFT', 'relevance_score': '0.252332', 'ticker_sentiment_score': '0.360251', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'GOOG', 'relevance_score': '0.190667', 'ticker_sentiment_score': '0.151371', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.252332', 'ticker_sentiment_score': '0.265317', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.252332', 'ticker_sentiment_score': '0.360251', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'TSM', 'relevance_score': '0.190667', 'ticker_sentiment_score': '0.209332', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
"Apple Signals Profit Risks in AI and VR Shift: What It Means for Investors? - Alphabet  ( NASDAQ:GOOG ) , Apple  ( NASDAQ:AAPL ) "                                                                                                               ,https://www.benzinga.com/news/24/11/41773589/apple-signals-profit-risks-in-ai-and-vr-shift-what-it-means-for-investors                                    ,20241106T134041 ,['Anusuya Lahiri']        ,"Apple Inc AAPL has cautioned investors about the uncertain profitability of future products as the tech giant pivots towards emerging markets, including artificial intelligence and virtual reality."                                                                                                          ,https://cdn.benzinga.com/files/images/story/2024/11/06/7-Products-Apple-Will-Likely-Discontinue.jpeg?width=1200&height=800&fit=crop             ,Benzinga         ,News                   ,www.benzinga.com ,"[{'topic': 'Earnings', 'relevance_score': '0.266143'}, {'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.967645'}]"                                                                                                                                                                                                                                                                                                                                                 ,0.136934                ,Neutral                 ,"[{'ticker': 'GOOG', 'relevance_score': '0.331765', 'ticker_sentiment_score': '-0.07459', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.169676', 'ticker_sentiment_score': '0.086349', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.665097', 'ticker_sentiment_score': '0.119813', 'ticker_sentiment_label': 'Neutral'}]"
